,State,Year,Month,Indicator,Data_Value,Percent_Complete,Percent_Pending_Investigation,Predicted_Value
27513,OK,2018,June,Heroin (T40.1),66.0,100,0.027425266149742,67.0
27514,OK,2018,June,Cocaine (T40.5),41.0,100,0.027425266149742,42.0
27515,OK,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205.0,100,0.027425266149742,206.0
27516,OK,2018,March,Natural & semi-synthetic opioids (T40.2),203.0,100,0.015034579532926,204.0
27517,OK,2018,March,Percent with drugs specified,96.2707182320442,100,0.015034579532926,
27518,OK,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",227.0,100,0.015034579532926,228.0
27519,OK,2018,March,Psychostimulants with abuse potential (T43.6),287.0,100,0.015034579532926,288.0
27520,OK,2018,March,Heroin (T40.1),57.0,100,0.015034579532926,57.0
27521,OK,2018,March,Number of Deaths,39908.0,100,0.015034579532926,
27522,OK,2018,March,"Synthetic opioids, excl. methadone (T40.4)",82.0,100,0.015034579532926,83.0
27523,OK,2018,March,Number of Drug Overdose Deaths,724.0,100,0.015034579532926,724.0
27524,OK,2018,March,Cocaine (T40.5),47.0,100,0.015034579532926,48.0
27525,OK,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",284.0,100,0.015034579532926,284.0
27526,OK,2018,March,"Opioids (T40.0-T40.4,T40.6)",344.0,100,0.015034579532926,344.0
27527,OK,2018,March,Methadone (T40.3),27.0,100,0.015034579532926,28.0
27528,OK,2018,May,"Opioids (T40.0-T40.4,T40.6)",338.0,100,0.02495632642875,338.0
27529,OK,2018,May,Percent with drugs specified,96.7213114754098,100,0.02495632642875,
27530,OK,2018,May,Psychostimulants with abuse potential (T43.6),299.0,100,0.02495632642875,301.0
27531,OK,2018,May,Number of Drug Overdose Deaths,732.0,100,0.02495632642875,732.0
27532,OK,2018,May,Heroin (T40.1),66.0,100,0.02495632642875,67.0
27533,OK,2018,May,"Synthetic opioids, excl. methadone (T40.4)",77.0,100,0.02495632642875,78.0
27534,OK,2018,May,Cocaine (T40.5),43.0,100,0.02495632642875,44.0
27535,OK,2018,May,Methadone (T40.3),28.0,100,0.02495632642875,29.0
27536,OK,2018,May,Number of Deaths,40070.0,100,0.02495632642875,
27537,OK,2018,May,Natural & semi-synthetic opioids (T40.2),194.0,100,0.02495632642875,195.0
27538,OK,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",275.0,100,0.02495632642875,276.0
27539,OK,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",219.0,100,0.02495632642875,220.0
27540,OK,2018,November,Psychostimulants with abuse potential (T43.6),322.0,100,0.059895183428999,325.0
27541,OK,2018,November,"Synthetic opioids, excl. methadone (T40.4)",72.0,100,0.059895183428999,73.0
27542,OK,2018,November,Percent with drugs specified,97.8902953586498,100,0.059895183428999,
27543,OK,2018,November,Heroin (T40.1),75.0,100,0.059895183428999,76.0
27544,OK,2018,November,"Opioids (T40.0-T40.4,T40.6)",301.0,100,0.059895183428999,303.0
27545,OK,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",179.0,100,0.059895183428999,181.0
27546,OK,2018,November,Cocaine (T40.5),47.0,100,0.059895183428999,48.0
27547,OK,2018,November,Number of Drug Overdose Deaths,711.0,100,0.059895183428999,713.0
27548,OK,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",236.0,100,0.059895183428999,238.0
27549,OK,2018,November,Methadone (T40.3),20.0,100,0.059895183428999,21.0
27550,OK,2018,November,Number of Deaths,40070.0,100,0.059895183428999,
27551,OK,2018,November,Natural & semi-synthetic opioids (T40.2),162.0,100,0.059895183428999,163.0
27552,OK,2018,October,Number of Deaths,39999.0,100,0.047501187529688,
27553,OK,2018,October,Methadone (T40.3),22.0,100,0.047501187529688,23.0
27554,OK,2018,October,Natural & semi-synthetic opioids (T40.2),167.0,100,0.047501187529688,168.0
27555,OK,2018,October,Psychostimulants with abuse potential (T43.6),312.0,100,0.047501187529688,315.0
27556,OK,2018,October,"Opioids (T40.0-T40.4,T40.6)",304.0,100,0.047501187529688,305.0
27557,OK,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",239.0,100,0.047501187529688,240.0
27558,OK,2018,October,Number of Drug Overdose Deaths,711.0,100,0.047501187529688,712.0
27559,OK,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",186.0,100,0.047501187529688,187.0
27560,OK,2018,October,Percent with drugs specified,97.8902953586498,100,0.047501187529688,
27561,OK,2018,October,"Synthetic opioids, excl. methadone (T40.4)",68.0,100,0.047501187529688,69.0
27562,OK,2018,October,Heroin (T40.1),74.0,100,0.047501187529688,75.0
27563,OK,2018,October,Cocaine (T40.5),47.0,100,0.047501187529688,48.0
27564,OK,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",245.0,100,0.035081564637783,246.0
27565,OK,2018,September,Natural & semi-synthetic opioids (T40.2),173.0,100,0.035081564637783,174.0
27566,OK,2018,September,Heroin (T40.1),70.0,100,0.035081564637783,71.0
27567,OK,2018,September,Number of Deaths,39907.0,100,0.035081564637783,
27568,OK,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",194.0,100,0.035081564637783,195.0
27569,OK,2018,September,"Opioids (T40.0-T40.4,T40.6)",306.0,100,0.035081564637783,307.0
27570,OK,2018,September,"Synthetic opioids, excl. methadone (T40.4)",66.0,100,0.035081564637783,67.0
27571,OK,2018,September,Psychostimulants with abuse potential (T43.6),303.0,100,0.035081564637783,305.0
27572,OK,2018,September,Methadone (T40.3),24.0,100,0.035081564637783,25.0
27573,OK,2018,September,Number of Drug Overdose Deaths,703.0,100,0.035081564637783,703.0
27574,OK,2018,September,Percent with drugs specified,97.8662873399715,100,0.035081564637783,
27575,OK,2018,September,Cocaine (T40.5),42.0,100,0.035081564637783,43.0
27576,OK,2019,April,Number of Drug Overdose Deaths,633.0,100,0.068613249980941,636.0
27577,OK,2019,April,Natural & semi-synthetic opioids (T40.2),139.0,100,0.068613249980941,140.0
27578,OK,2019,April,"Synthetic opioids, excl. methadone (T40.4)",57.0,100,0.068613249980941,58.0
27579,OK,2019,April,Percent with drugs specified,99.0521327014218,100,0.068613249980941,
27580,OK,2019,April,Heroin (T40.1),73.0,100,0.068613249980941,74.0
27581,OK,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",207.0,100,0.068613249980941,209.0
27582,OK,2019,April,Methadone (T40.3),23.0,100,0.068613249980941,24.0
27583,OK,2019,April,"Opioids (T40.0-T40.4,T40.6)",265.0,100,0.068613249980941,267.0
27584,OK,2019,April,Psychostimulants with abuse potential (T43.6),313.0,100,0.068613249980941,316.0
27585,OK,2019,April,Number of Deaths,39351.0,100,0.068613249980941,
27586,OK,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",159.0,100,0.068613249980941,161.0
27587,OK,2019,April,Cocaine (T40.5),37.0,100,0.068613249980941,38.0
27588,OK,2019,August,Heroin (T40.1),59.0,100,0.055762552911059,60.0
27589,OK,2019,August,Cocaine (T40.5),38.0,100,0.055762552911059,39.0
27590,OK,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",193.0,100,0.055762552911059,194.0
27591,OK,2019,August,Percent with drugs specified,98.9795918367347,100,0.055762552911059,
27592,OK,2019,August,Psychostimulants with abuse potential (T43.6),300.0,100,0.055762552911059,303.0
27593,OK,2019,August,"Opioids (T40.0-T40.4,T40.6)",243.0,100,0.055762552911059,244.0
27594,OK,2019,August,"Synthetic opioids, excl. methadone (T40.4)",65.0,100,0.055762552911059,66.0
27595,OK,2019,August,Natural & semi-synthetic opioids (T40.2),116.0,100,0.055762552911059,117.0
27596,OK,2019,August,Number of Drug Overdose Deaths,588.0,100,0.055762552911059,590.0
27597,OK,2019,August,Number of Deaths,39453.0,100,0.055762552911059,
27598,OK,2019,August,Methadone (T40.3),21.0,100,0.055762552911059,22.0
27599,OK,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",134.0,100,0.055762552911059,135.0
27600,OK,2019,December,Heroin (T40.1),70.0,100,0.03269042170644,71.0
27601,OK,2019,December,Cocaine (T40.5),38.0,100,0.03269042170644,39.0
27602,OK,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",128.0,100,0.03269042170644,129.0
27603,OK,2019,December,Number of Drug Overdose Deaths,618.0,100,0.03269042170644,618.0
27604,OK,2019,December,Methadone (T40.3),21.0,100,0.03269042170644,22.0
27605,OK,2019,December,Natural & semi-synthetic opioids (T40.2),108.0,100,0.03269042170644,109.0
27606,OK,2019,December,Number of Deaths,39767.0,100,0.03269042170644,
27607,OK,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",190.0,100,0.03269042170644,191.0
27608,OK,2019,December,"Opioids (T40.0-T40.4,T40.6)",249.0,100,0.03269042170644,250.0
27609,OK,2019,December,"Synthetic opioids, excl. methadone (T40.4)",70.0,100,0.03269042170644,71.0
27610,OK,2019,December,Percent with drugs specified,99.1909385113269,100,0.03269042170644,
27611,OK,2019,December,Psychostimulants with abuse potential (T43.6),317.0,100,0.03269042170644,319.0
27612,OK,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",173.0,100,0.071574642126789,175.0
27613,OK,2019,February,Number of Deaths,39120.0,100,0.071574642126789,
27614,OK,2019,February,Heroin (T40.1),75.0,100,0.071574642126789,76.0
27615,OK,2019,February,"Synthetic opioids, excl. methadone (T40.4)",65.0,100,0.071574642126789,66.0
27616,OK,2019,February,Percent with drugs specified,98.9441930618401,100,0.071574642126789,
27617,OK,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",227.0,100,0.071574642126789,229.0
27618,OK,2019,February,Cocaine (T40.5),42.0,100,0.071574642126789,43.0
27619,OK,2019,February,"Opioids (T40.0-T40.4,T40.6)",287.0,100,0.071574642126789,289.0
27620,OK,2019,February,Psychostimulants with abuse potential (T43.6),314.0,100,0.071574642126789,318.0
27621,OK,2019,February,Number of Drug Overdose Deaths,663.0,100,0.071574642126789,666.0
27622,OK,2019,February,Methadone (T40.3),28.0,100,0.071574642126789,29.0
27623,OK,2019,February,Natural & semi-synthetic opioids (T40.2),149.0,100,0.071574642126789,151.0
27624,OK,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",170.0,100,0.073791348600509,172.0
27625,OK,2019,January,Number of Deaths,39300.0,100,0.073791348600509,
27626,OK,2019,January,Number of Drug Overdose Deaths,675.0,100,0.073791348600509,678.0
27627,OK,2019,January,Heroin (T40.1),75.0,100,0.073791348600509,76.0
27628,OK,2019,January,Psychostimulants with abuse potential (T43.6),321.0,100,0.073791348600509,325.0
27629,OK,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",226.0,100,0.073791348600509,228.0
27630,OK,2019,January,"Synthetic opioids, excl. methadone (T40.4)",68.0,100,0.073791348600509,69.0
27631,OK,2019,January,Percent with drugs specified,98.6666666666667,100,0.073791348600509,
27632,OK,2019,January,Cocaine (T40.5),42.0,100,0.073791348600509,43.0
27633,OK,2019,January,"Opioids (T40.0-T40.4,T40.6)",287.0,100,0.073791348600509,289.0
27634,OK,2019,January,Natural & semi-synthetic opioids (T40.2),151.0,100,0.073791348600509,153.0
27635,OK,2019,January,Methadone (T40.3),22.0,100,0.073791348600509,23.0
27636,OK,2019,July,Heroin (T40.1),60.0,100,0.060822626016878,61.0
27637,OK,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",203.0,100,0.060822626016878,204.0
27638,OK,2019,July,Cocaine (T40.5),38.0,100,0.060822626016878,39.0
27639,OK,2019,July,Methadone (T40.3),21.0,100,0.060822626016878,22.0
27640,OK,2019,July,"Opioids (T40.0-T40.4,T40.6)",252.0,100,0.060822626016878,254.0
27641,OK,2019,July,"Synthetic opioids, excl. methadone (T40.4)",66.0,100,0.060822626016878,67.0
27642,OK,2019,July,Percent with drugs specified,99.0,100,0.060822626016878,
27643,OK,2019,July,Psychostimulants with abuse potential (T43.6),292.0,100,0.060822626016878,295.0
27644,OK,2019,July,Number of Drug Overdose Deaths,600.0,100,0.060822626016878,602.0
27645,OK,2019,July,Number of Deaths,39459.0,100,0.060822626016878,
27646,OK,2019,July,Natural & semi-synthetic opioids (T40.2),125.0,100,0.060822626016878,126.0
27647,OK,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",143.0,100,0.060822626016878,144.0
27648,OK,2019,June,Heroin (T40.1),66.0,100,0.0610345353746,67.0
27649,OK,2019,June,Percent with drugs specified,99.0049751243781,100,0.0610345353746,
27650,OK,2019,June,Cocaine (T40.5),36.0,100,0.0610345353746,37.0
27651,OK,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",197.0,100,0.0610345353746,198.0
27652,OK,2019,June,"Opioids (T40.0-T40.4,T40.6)",251.0,100,0.0610345353746,253.0
27653,OK,2019,June,"Synthetic opioids, excl. methadone (T40.4)",60.0,100,0.0610345353746,61.0
27654,OK,2019,June,Natural & semi-synthetic opioids (T40.2),125.0,100,0.0610345353746,126.0
27655,OK,2019,June,Number of Drug Overdose Deaths,603.0,100,0.0610345353746,605.0
27656,OK,2019,June,Number of Deaths,39322.0,100,0.0610345353746,
27657,OK,2019,June,Methadone (T40.3),22.0,100,0.0610345353746,23.0
27658,OK,2019,June,Psychostimulants with abuse potential (T43.6),299.0,100,0.0610345353746,302.0
27659,OK,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",144.0,100,0.0610345353746,145.0
27660,OK,2019,March,Cocaine (T40.5),38.0,100,0.068580137160274,39.0
27661,OK,2019,March,Number of Drug Overdose Deaths,640.0,100,0.068580137160274,643.0
27662,OK,2019,March,Number of Deaths,39370.0,100,0.068580137160274,
27663,OK,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",216.0,100,0.068580137160274,218.0
27664,OK,2019,March,"Synthetic opioids, excl. methadone (T40.4)",62.0,100,0.068580137160274,63.0
27665,OK,2019,March,Percent with drugs specified,98.90625,100,0.068580137160274,
27666,OK,2019,March,Psychostimulants with abuse potential (T43.6),306.0,100,0.068580137160274,309.0
27667,OK,2019,March,Heroin (T40.1),72.0,100,0.068580137160274,73.0
27668,OK,2019,March,Natural & semi-synthetic opioids (T40.2),138.0,100,0.068580137160274,139.0
27669,OK,2019,March,Methadone (T40.3),28.0,100,0.068580137160274,29.0
27670,OK,2019,March,"Opioids (T40.0-T40.4,T40.6)",274.0,100,0.068580137160274,276.0
27671,OK,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",163.0,100,0.068580137160274,165.0
27672,OK,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",199.0,100,0.061045402518123,200.0
27673,OK,2019,May,"Synthetic opioids, excl. methadone (T40.4)",57.0,100,0.061045402518123,58.0
27674,OK,2019,May,Heroin (T40.1),69.0,100,0.061045402518123,70.0
27675,OK,2019,May,Number of Drug Overdose Deaths,615.0,100,0.061045402518123,617.0
27676,OK,2019,May,Methadone (T40.3),22.0,100,0.061045402518123,23.0
27677,OK,2019,May,Psychostimulants with abuse potential (T43.6),300.0,100,0.061045402518123,303.0
27678,OK,2019,May,Cocaine (T40.5),38.0,100,0.061045402518123,39.0
27679,OK,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",149.0,100,0.061045402518123,150.0
27680,OK,2019,May,Percent with drugs specified,98.8617886178862,100,0.061045402518123,
27681,OK,2019,May,Number of Deaths,39315.0,100,0.061045402518123,
27682,OK,2019,May,"Opioids (T40.0-T40.4,T40.6)",254.0,100,0.061045402518123,256.0
27683,OK,2019,May,Natural & semi-synthetic opioids (T40.2),130.0,100,0.061045402518123,131.0
27684,OK,2019,November,"Opioids (T40.0-T40.4,T40.6)",255.0,100,0.045455693325589,256.0
27685,OK,2019,November,Methadone (T40.3),24.0,100,0.045455693325589,25.0
27686,OK,2019,November,Number of Drug Overdose Deaths,618.0,100,0.045455693325589,619.0
27687,OK,2019,November,Psychostimulants with abuse potential (T43.6),310.0,100,0.045455693325589,313.0
27688,OK,2019,November,Cocaine (T40.5),40.0,100,0.045455693325589,41.0
27689,OK,2019,November,"Synthetic opioids, excl. methadone (T40.4)",70.0,100,0.045455693325589,71.0
27690,OK,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",200.0,100,0.045455693325589,201.0
27691,OK,2019,November,Heroin (T40.1),69.0,100,0.045455693325589,70.0
27692,OK,2019,November,Percent with drugs specified,99.3527508090615,100,0.045455693325589,
27693,OK,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",140.0,100,0.045455693325589,141.0
27694,OK,2019,November,Natural & semi-synthetic opioids (T40.2),118.0,100,0.045455693325589,119.0
27695,OK,2019,November,Number of Deaths,39599.0,100,0.045455693325589,
27696,OK,2019,October,Number of Drug Overdose Deaths,605.0,100,0.050561229649105,606.0
27697,OK,2019,October,Number of Deaths,39556.0,100,0.050561229649105,
27698,OK,2019,October,Psychostimulants with abuse potential (T43.6),310.0,100,0.050561229649105,313.0
27699,OK,2019,October,Percent with drugs specified,99.0082644628099,100,0.050561229649105,
27700,OK,2019,October,Natural & semi-synthetic opioids (T40.2),120.0,100,0.050561229649105,121.0
27701,OK,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",201.0,100,0.050561229649105,202.0
27702,OK,2019,October,Heroin (T40.1),65.0,100,0.050561229649105,66.0
27703,OK,2019,October,"Opioids (T40.0-T40.4,T40.6)",254.0,100,0.050561229649105,255.0
27704,OK,2019,October,Methadone (T40.3),24.0,100,0.050561229649105,25.0
27705,OK,2019,October,"Synthetic opioids, excl. methadone (T40.4)",69.0,100,0.050561229649105,70.0
27706,OK,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",142.0,100,0.050561229649105,143.0
27707,OK,2019,October,Cocaine (T40.5),34.0,100,0.050561229649105,35.0
27708,OK,2019,September,"Opioids (T40.0-T40.4,T40.6)",252.0,100,0.063140879931303,254.0
27709,OK,2019,September,Natural & semi-synthetic opioids (T40.2),119.0,100,0.063140879931303,120.0
27710,OK,2019,September,Number of Drug Overdose Deaths,609.0,100,0.063140879931303,611.0
27711,OK,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",199.0,100,0.063140879931303,201.0
27712,OK,2019,September,Methadone (T40.3),24.0,100,0.063140879931303,25.0
27713,OK,2019,September,Psychostimulants with abuse potential (T43.6),315.0,100,0.063140879931303,318.0
27714,OK,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",141.0,100,0.063140879931303,142.0
27715,OK,2019,September,"Synthetic opioids, excl. methadone (T40.4)",67.0,100,0.063140879931303,68.0
27716,OK,2019,September,Cocaine (T40.5),38.0,100,0.063140879931303,39.0
27717,OK,2019,September,Percent with drugs specified,99.0147783251232,100,0.063140879931303,
27718,OK,2019,September,Number of Deaths,39594.0,100,0.063140879931303,
27719,OK,2019,September,Heroin (T40.1),63.0,100,0.063140879931303,64.0
27720,OK,2020,April,Number of Drug Overdose Deaths,662.0,100,0.044890019452342,664.0
27721,OK,2020,April,"Opioids (T40.0-T40.4,T40.6)",257.0,100,0.044890019452342,259.0
27722,OK,2020,April,"Synthetic opioids, excl. methadone (T40.4)",85.0,100,0.044890019452342,86.0
27723,OK,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",183.0,100,0.044890019452342,184.0
27724,OK,2020,April,Natural & semi-synthetic opioids (T40.2),99.0,100,0.044890019452342,100.0
27725,OK,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",113.0,100,0.044890019452342,114.0
27726,OK,2020,April,Heroin (T40.1),84.0,100,0.044890019452342,85.0
27727,OK,2020,April,Percent with drugs specified,98.9425981873112,100,0.044890019452342,
27728,OK,2020,April,Methadone (T40.3),14.0,100,0.044890019452342,15.0
27729,OK,2020,April,Psychostimulants with abuse potential (T43.6),347.0,100,0.044890019452342,351.0
27730,OK,2020,April,Number of Deaths,40098.0,100,0.044890019452342,
27731,OK,2020,April,Cocaine (T40.5),42.0,100,0.044890019452342,43.0
27732,OK,2020,August,Methadone (T40.3),16.0,100,0.074725804507653,17.0
27733,OK,2020,August,"Opioids (T40.0-T40.4,T40.6)",281.0,100,0.074725804507653,284.0
27734,OK,2020,August,Percent with drugs specified,98.9071038251366,100,0.074725804507653,
27735,OK,2020,August,Natural & semi-synthetic opioids (T40.2),98.0,100,0.074725804507653,99.0
27736,OK,2020,August,Heroin (T40.1),84.0,100,0.074725804507653,85.0
27737,OK,2020,August,"Synthetic opioids, excl. methadone (T40.4)",113.0,100,0.074725804507653,115.0
27738,OK,2020,August,Number of Deaths,41485.0,100,0.074725804507653,
27739,OK,2020,August,Number of Drug Overdose Deaths,732.0,100,0.074725804507653,737.0
27740,OK,2020,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",208.0,100,0.074725804507653,210.0
27741,OK,2020,August,Psychostimulants with abuse potential (T43.6),397.0,100,0.074725804507653,402.0
27742,OK,2020,August,Cocaine (T40.5),51.0,100,0.074725804507653,52.0
27743,OK,2020,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",113.0,100,0.074725804507653,115.0
27744,OK,2020,December,Percent with drugs specified,98.6595174262735,100,0.135699823374833,
27745,OK,2020,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",115.0,100,0.135699823374833,117.0
27746,OK,2020,December,Methadone (T40.3),19.0,100,0.135699823374833,20.0
27747,OK,2020,December,Psychostimulants with abuse potential (T43.6),413.0,100,0.135699823374833,418.0
27748,OK,2020,December,Heroin (T40.1),83.0,100,0.135699823374833,84.0
27749,OK,2020,December,Cocaine (T40.5),52.0,100,0.135699823374833,53.0
27750,OK,2020,December,"Synthetic opioids, excl. methadone (T40.4)",138.0,100,0.135699823374833,140.0
27751,OK,2020,December,Natural & semi-synthetic opioids (T40.2),97.0,100,0.135699823374833,98.0
27752,OK,2020,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",231.0,100,0.135699823374833,234.0
27753,OK,2020,December,Number of Drug Overdose Deaths,746.0,100,0.135699823374833,753.0
27754,OK,2020,December,"Opioids (T40.0-T40.4,T40.6)",305.0,100,0.135699823374833,308.0
27755,OK,2020,December,Number of Deaths,46426.0,100,0.135699823374833,
27756,OK,2020,February,Cocaine (T40.5),39.0,100,0.04253934889773,40.0
27757,OK,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",116.0,100,0.04253934889773,117.0
27758,OK,2020,February,Number of Drug Overdose Deaths,621.0,100,0.04253934889773,621.0
27759,OK,2020,February,Methadone (T40.3),13.0,100,0.04253934889773,14.0
27760,OK,2020,February,Natural & semi-synthetic opioids (T40.2),103.0,100,0.04253934889773,104.0
27761,OK,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",170.0,100,0.04253934889773,171.0
27762,OK,2020,February,"Opioids (T40.0-T40.4,T40.6)",233.0,100,0.04253934889773,234.0
27763,OK,2020,February,Percent with drugs specified,98.8727858293076,100,0.04253934889773,
27764,OK,2020,February,"Synthetic opioids, excl. methadone (T40.4)",64.0,100,0.04253934889773,65.0
27765,OK,2020,February,Heroin (T40.1),74.0,100,0.04253934889773,74.0
27766,OK,2020,February,Number of Deaths,39963.0,100,0.04253934889773,
27767,OK,2020,February,Psychostimulants with abuse potential (T43.6),326.0,100,0.04253934889773,329.0
27768,OK,2020,January,Heroin (T40.1),74.0,100,0.037587390683339,74.0
27769,OK,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",121.0,100,0.037587390683339,121.0
27770,OK,2020,January,Number of Drug Overdose Deaths,617.0,100,0.037587390683339,617.0
27771,OK,2020,January,Cocaine (T40.5),37.0,100,0.037587390683339,37.0
27772,OK,2020,January,Methadone (T40.3),18.0,100,0.037587390683339,18.0
27773,OK,2020,January,Percent with drugs specified,99.0275526742302,100,0.037587390683339,
27774,OK,2020,January,Number of Deaths,39907.0,100,0.037587390683339,
27775,OK,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",176.0,100,0.037587390683339,176.0
27776,OK,2020,January,"Opioids (T40.0-T40.4,T40.6)",239.0,100,0.037587390683339,239.0
27777,OK,2020,January,Natural & semi-synthetic opioids (T40.2),104.0,100,0.037587390683339,104.0
27778,OK,2020,January,Psychostimulants with abuse potential (T43.6),322.0,100,0.037587390683339,323.0
27779,OK,2020,January,"Synthetic opioids, excl. methadone (T40.4)",64.0,100,0.037587390683339,64.0
27780,OK,2020,July,Heroin (T40.1),85.0,100,0.061079892499389,86.0
27781,OK,2020,July,Psychostimulants with abuse potential (T43.6),385.0,100,0.061079892499389,390.0
27782,OK,2020,July,Percent with drugs specified,99.0223463687151,100,0.061079892499389,
27783,OK,2020,July,Methadone (T40.3),15.0,100,0.061079892499389,16.0
27784,OK,2020,July,Number of Deaths,40930.0,100,0.061079892499389,
27785,OK,2020,July,Number of Drug Overdose Deaths,716.0,100,0.061079892499389,720.0
27786,OK,2020,July,Natural & semi-synthetic opioids (T40.2),98.0,100,0.061079892499389,99.0
27787,OK,2020,July,"Opioids (T40.0-T40.4,T40.6)",278.0,100,0.061079892499389,280.0
27788,OK,2020,July,"Synthetic opioids, excl. methadone (T40.4)",110.0,100,0.061079892499389,111.0
27789,OK,2020,July,Cocaine (T40.5),53.0,100,0.061079892499389,54.0
27790,OK,2020,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",204.0,100,0.061079892499389,206.0
27791,OK,2020,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112.0,100,0.061079892499389,113.0
27792,OK,2020,June,Percent with drugs specified,98.9884393063584,100,0.054358568887132,
27793,OK,2020,June,Heroin (T40.1),82.0,100,0.054358568887132,83.0
27794,OK,2020,June,"Opioids (T40.0-T40.4,T40.6)",271.0,100,0.054358568887132,273.0
27795,OK,2020,June,Natural & semi-synthetic opioids (T40.2),96.0,100,0.054358568887132,97.0
27796,OK,2020,June,Methadone (T40.3),13.0,100,0.054358568887132,14.0
27797,OK,2020,June,Psychostimulants with abuse potential (T43.6),362.0,100,0.054358568887132,366.0
27798,OK,2020,June,Number of Drug Overdose Deaths,692.0,100,0.054358568887132,694.0
27799,OK,2020,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",199.0,100,0.054358568887132,201.0
27800,OK,2020,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108.0,100,0.054358568887132,109.0
27801,OK,2020,June,Number of Deaths,40472.0,100,0.054358568887132,
27802,OK,2020,June,Cocaine (T40.5),52.0,100,0.054358568887132,53.0
27803,OK,2020,June,"Synthetic opioids, excl. methadone (T40.4)",109.0,100,0.054358568887132,110.0
27804,OK,2020,March,Number of Drug Overdose Deaths,648.0,100,0.042622539801931,650.0
27805,OK,2020,March,Percent with drugs specified,98.9197530864197,100,0.042622539801931,
27806,OK,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",174.0,100,0.042622539801931,175.0
